Key,Date,Pro,Pro Cell,Shipper,Consignee,Product,Status,Target Weight,Net Weight,Railcar 1,Batch 1,Railcar 1 Weight,Railcar 2,Batch 2,Railcar 2 Weight,Shipper Order,Customer PO#,,,,,,,,,,,,,,archive_status
TBOA 132,8/20/2024,62034,O22,LYONDELLBASELL,"FLEX N GATE PLASTICS - DANVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,44140,UTCX 1535,DE05M0601,44140,,,,8108063487,9407,,,,,,,,,,,,,,TRUE
TBOA 133,8/20/2024,62029,W22,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,47120,XOMX 720673,24710536,47120,,,,14343934,881205745,,,,,,,,,,,,,,TRUE
TBOA 134,8/20/2024,62036,G40,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,MOVED,,0,,,0,,,,8108063489,1837,,,,,,,,,,,,,,TRUE
TBOA 135,8/20/2024,62045,O40,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,0,FPAX 214581,2404214581,,SOXX 621249,2404621249,,L48A019,4504684480,,,,,,,,,,,,,,TRUE
TBOA 136,8/20/2024,62046,W40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47600,EQUX 16311,CB124F2504,47600,,,,8108067518,4500032625,,,,,,,,,,,,,,TRUE
TBOA 137,8/20/2024,62047,G58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342X,Yes - On Dispatch Schedule,48500,47900,EQUX 23274,DE29M0701,47900,,,,8108067520,B00901407,,,,,,,,,,,,,,TRUE
TBOA 138,8/20/2024,62048,O58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47880,UTCX 49456,DE06M0601,47880,,,,8108067522,B00901407.,,,,,,,,,,,,,,TRUE
TBOA 139,8/20/2024,62049,W58,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46460,CITX 703264,PRG610740,46460,,,,81203597,4503662785,,,,,,,,,,,,,,TRUE
TBOA 140,8/20/2024,62060,G76,LYONDELLBASELL,"GRAHAM PKG - LAKELAND, FL",RP311H,MOVED,47000,0,,,0,,,,8108071529,8800315555,,,,,,,,,,,,,,TRUE
TBOA 141,8/20/2024,62050,O76,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,Yes - On Dispatch Schedule,47000,47320,CPCX 816098,NRE120270,47320,,,,81203638,339257,,,,,,,,,,,,,,TRUE
TBOA 142,8/20/2024,62051,W76,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,CANCELLED,47000,0,,,0,,,,81203596,4503662750,,,,,,,,,,,,,,TRUE
TBOA 143,8/20/2024,62061,G94,LYONDELLBASELL,"SILGAN PLASTICS - HAZELWOOD, MO",RP311H,Yes - On Dispatch Schedule,48000,47280,MLLX 10191,DE31LKK03,47280,,,,8108071532,378861-46,,,,,,,,,,,,,,TRUE
TBOA 144,8/20/2024,62066,O94,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,46000,45200,OCPX 70401,5470N4B197,45200,,,,86607665,4506241946,,,,,,,,,,,,,,TRUE
TBOA145,8/21/2024,61967,G4,BAMBERGER AMCO,"COMPAC INT - CARBONDALE, IL",SABIC 7158A NATURAL,Yes - On Dispatch Schedule,48000,48900,AOKX 92522,30540013,30800,TILX 624574,34135820,18100,101190444-01-02,RM240259,,,,,,,,,,,,,,TRUE
TBOA 146,8/21/2024,62017,O4,BAMBERGER AMCO,"BUCKEYE INTERNATIONAL- HAZELWOOD, MO",Bapolene 350F NATURAL,Yes - On Dispatch Schedule,48000,48320,UTCX 49740,8286551RL,48320,,,,101124837-01-01,4500087904,,,,,,,,,,,,,,TRUE
TBOA 147,8/21/2024,62052,W4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47120,ECUX 880703,24G1481A7,47120,,,,14347912,881209866,,,,,,,,,,,,,,TRUE
TBOA 148,8/21/2024,62055,G22,CP CHEM,"ALPLA - ST PETERS, MO",9503H,Yes - On Dispatch Schedule,47000,46660,CHVX 896527,NRE120081,46660,,,,81204345,APO00240668,,,,,,,,,,,,,,TRUE
TBOA 149,8/21/2024,62056,O22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47160,ECUX 880703,24G1481A7,47160,,,,14351387,881214050,,,,,,,,,,,,,,TRUE
TBOA 150,8/21/2024,62053,W22,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,CANCELLED,48000,46380,XOMX 710996,24509559,46380,,,,14348008,881209865,,,,,,,,,,,,,,TRUE
TBOA 151,8/21/2024,62062,G40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47880,WFRX 884598,CB124E2704,34280,MLLX 10927,CB124F2502,13600,8108071547,4500032625,,,,,,,,,,,,,,TRUE
TBOA 152,8/21/2024,62063,O40,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,47140,EQUX 631355,CL424G07A1,39000,EQUX 16447,CL424G16J2,8140,8108071558,10726,,,,,,,,,,,,,,TRUE
TBOA 153,8/21/2024,62021,W40,K-BIN,"CHARLES INDUSTRIES - CANTON, MO",T23GRN9994,Yes - On Dispatch Schedule,44000,45600,ROIX 57160,A2240605,45600,,,,57160-1,563289,,,,,,,,,,,,,,TRUE
TBOA 154,8/21/2024,62067,G58,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,45620,CITX 703264,PRG610740,45620,,,,81205081,4503662751,,,,,,,,,,,,,,TRUE
TBOA 155,8/21/2024,62068,O58,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,45220,TILX 624256,PRG610830,45220,,,,81205083,4503662786,,,,,,,,,,,,,,TRUE
TBOA 156,8/21/2024,62093,W58,LYONDELLBASELL,"GRAHAM PKG - LAKELAND, FL",RP311H,HIDE,47000,48800,MLLX 26554,DF01LKK05,48800,,,,8108077585,8800315780,,,,,,,,,,,,,,TRUE
TBOA 157,8/21/2024,62094,G76,LYONDELLBASELL,"GRAHAM PKG - LAKELAND, FL",RP311H,HIDE,47000,47640,TILX 620139,CF12LJJ01,47640,,,,8108077575,8800315779,,,,,,,,,,,,,,TRUE
TBOA 158,8/21/2024,62073,O76,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,Yes - On Dispatch Schedule,48000,47060,MBLX 53178,24E11QAC,47060,,,,14355541,881217481,,,,,,,,,,,,,,TRUE
TBOA 159,8/21/2024,62045,W76,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,46180,FPAX 214581,2404214581,4400,SOXX 621249,2404621249,41780,L48A019,4504684480,,,,,,,,,,,,,,TRUE
TBOA160,8/22/2024,62005,G4,BAMBERGER AMCO,"COMPAC INT - CARBONDALE, IL",LLDPE HEXENE WS NATURAL,Yes - On Dispatch Schedule,47000,45760,MBKX 175315,PE31407427,45760,,,,101063756-01,RM240126,,,,,,,,,,,,,,TRUE
TBOA 161,8/22/2024,62057,O4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48900,ECUX 880703,24G1481A7,24200,CBFX 471054,24G1481A5,24700,14351283,881214051,,,,,,,,,,,,,,TRUE
TBOA 162,8/22/2024,62058,W4,BAMBERGER AMCO,"HUB PLASTICS MIDWEST LLC - BARNHART, MO",Bapolene 2035 Natural,Yes - On Dispatch Schedule,48000,48900,HLTX 104289,8439775RL,48900,,,,101166384-01-01,MP-2400,,,,,,,,,,,,,,TRUE
TBOA 163,8/22/2024,62064,G22,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,Yes - On Dispatch Schedule,47000,47420,MLLX 26554,DF01LKK05,47420,,,,8108071554,4500032937,,,,,,,,,,,,,,TRUE
TBOA 164,8/22/2024,62069,O22,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,0,SOXX 621249,2404621249,0,,,,L48A020,4504684480,,,,,,,,,,,,,,TRUE
TBOA 165,8/22/2024,62070,W22,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,CANCELLED,48000,0,,,0,,,,14355609,881217487,,,,,,,,,,,,,,TRUE
TBOA 166,8/22/2024,62071,G40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46020,CITX 703264,PRG610740,24400,TILX 624256,PRG610830,21620,81205087,4503662753,,,,,,,,,,,,,,TRUE
TBOA 167,8/22/2024,62072,O40,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47400,ECUX 880703,24G1481A7,47400,,,,14355629,881217482,,,,,,,,,,,,,,TRUE
TBOA 168,8/22/2024,62073,W40,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,MOVED,48000,0,,,0,,,,14355541,881217481,,,,,,,,,,,,,,TRUE
TBOA 169,8/22/2024,62080,G58,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,47840,TILX 624256,PRG610830,47840,,,,81205095,4503662787,,,,,,,,,,,,,,TRUE
TBOA 170,8/22/2024,62081,O58,LYONDELLBASELL,"PRAIRIE FARMS - O'FALLON, IL",LM600700,Yes - On Dispatch Schedule,STRIP OUT,45600,EQUX 16447,CL424G16J2,45600,,,,8108074092,L8082224,,,,,,,,,,,,,,TRUE
TBOA 171,8/22/2024,62082,W58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47760,MLLX 10927,CB124F2502,47760,,,,8108074076,4500032625,,,,,,,,,,,,,,TRUE
TBOA 172,8/22/2024,62083,G76,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342X,CANCELLED,,0,,,0,,,,8108074082,B00901407,,,,,,,,,,,,,,TRUE
TBOA 173,8/22/2024,62089,O76,LYONDELLBASELL,"SILGAN PLASTICS - FLORA, IL",RP311H,Yes - On Dispatch Schedule,48000,48640,TILX 620139,CF12LJJ01,48640,,,,8108077590,389971-4,,,,,,,,,,,,,,TRUE
TBOA 174,8/22/2024,62090,W76,TRAFFIC TECH,"CABKA - HAZELWOOD, MO",PP PLASTIC REGRIND,,40000,0,SUPER SACKS,,0,,,,LDS14726875,,,,,,,,,,,,,,,TRUE
TBOA 175,8/22/2024,62095,G94,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,STRIP OUT,45100,OCPX 70401,5470N4B197,45100,,,,86608873,4506241946,,,,,,,,,,,,,,TRUE
TBOA 176,8/22/2024,62114,O94,LYONDELLBASELL,"GRAHAM PKG - LAKELAND, FL",RP311H,HIDE,47000,47360,MLLX 26554,DF01LKK05,47360,,,,8108074479,8800315778,,,,,,,,,,,,,,TRUE
TBOA 177,8/22/2024,62045,W94,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,46180,FPAX 214581,2404214581,4400,SOXX 621249,2404621249,41780,L48A019,4504684480,,,,,,,,,,,,,,TRUE
TBOA 178,8/22/2024,62077,G112,EXXON,"EPC - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,48560,EPAX 845090,24G0983A6,48560,,,,14355636,881217484,,,,,,,,,,,,,,TRUE
TBOA 179,8/22/2024,62131,O112,BAMBERGER AMCO,"EEJAY WAREHOUSE - E ST LOUIS, IL",INEOS L12Z-01,HIDE,48000,0,AMCX 109611,P240519M03,0,,,,10553618,,,,,,,,,,,,,,,TRUE
TBOA180,8/23/2024,,G4,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,0,,,0,,,,L47A682,4504684480,,,,,,,,,,,,,,TRUE
TBOA 181,8/23/2024,62036,O4,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48160,UTCX 49456,DE06M0601,48160,,,,8108063489,1837,,,,,,,,,,,,,,TRUE
TBOA 182,8/23/2024,62065,W4,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,45940,EQUX 641112,DF01BCC07,45940,,,,8108071552,6501246893,,,,,,,,,,,,,,TRUE
TBOA 183,8/23/2024,62074,G22,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48060,CBFX 471054,24G1481A5,48060,,,,14355582,881217486,,,,,,,,,,,,,,TRUE
TBOA 184,8/23/2024,62075,O22,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,47420,XOMX 720673,24710536,35580,XOMX 720796,24710535,11840,14355645,881217483,,,,,,,,,,,,,,TRUE
TBOA 185,8/23/2024,62076,W22,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,Yes - On Dispatch Schedule,48000,46380,XOMX 710996,24509559,46380,,,,14355542,881217485,,,,,,,,,,,,,,TRUE
TBOA 186,8/23/2024,62077,G40,EXXON,"EPC - LEBANON, KY",PP7855E1,MOVED,48000,0,,,0,,,,14355636,881217484,,,,,,,,,,,,,,TRUE
TBOA 187,8/23/2024,62078,O40,EXXON,"WHIRLPOOL - WEST BRANCH, IA",PP7694E2,MOVED,48000,0,,,0,,,,14354415,881216694,,,,,,,,,,,,,,TRUE
TBOA 188,8/23/2024,62084,W40,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,Yes - On Dispatch Schedule,"45,000 MAX",45300,TILX 620118,MT124F1421,45300,,,,8108074090,920010271,,,,,,,,,,,,,,TRUE
TBOA 189,8/23/2024,62085,G58,BAMBERGER AMCO,"TNT PLASTICS - PERRYVILLE, MO",BAPOLENE 133B NATURAL,CANCELLED,,0,,,0,,,,101093805-01-01,11455,,,,,,,,,,,,,,TRUE
TBOA 190,8/23/2024,62086,O58,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,45820,TILX 624256,PRG610830,45820,,,,81205446,4503662752,,,,,,,,,,,,,,TRUE
TBOA 191,8/23/2024,62087,W58,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47960,CBFX 471054,24G1481A5,47960,,,,14358936,881221248,,,,,,,,,,,,,,TRUE
TBOA 192,8/23/2024,62088,G76,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,MOVED,48000,0,,,0,,,,14359483,881221691,,,,,,,,,,,,,,TRUE
TBOA 193,8/23/2024,62091,O76,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,MOVED,48000,0,MLLX 10927,CB124F2502,0,,,,8108077597,4500032625,,,,,,,,,,,,,,TRUE
TBOA 194,8/23/2024,62092,W76,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47500,UTCX 49456,DE06M0601,47500,,,,8108077605,B00901407,,,,,,,,,,,,,,TRUE
TBOA 195,8/23/2024,62096,G94,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,47000,47660,OCPX 61194,5470N5B031,47660,,,,86609061,4506241946,,,,,,,,,,,,,,TRUE
TBOA 196,8/23/2024,62097,O94,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,Yes - On Dispatch Schedule,48000,47940,EPAX 845090,24G0983A6,47940,,,,14363084,881226150,,,,,,,,,,,,,,TRUE
TBOA 197,8/23/2024,62069,W94,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,0,SOXX 621249,2404621249,0,,,,L48A020,4504684480,,,,,,,,,,,,,,TRUE
TBOA198,8/24/2024,62091,O4,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48760,MLLX 10927,CB124F2502,48760,,,,8108077597,4500032625,,,,,,,,,,,,,,TRUE
TBOA226,8/26/2024,62098,G4,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48280,CBFX 471054,24G1481A5,48280,,,,14363077,881225651,,,,,,,,,,,,,,TRUE
TBOA 227,8/26/2024,61936,O4,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,44280,SOXX 621249,2404621249,44280,,,,L47A682,4504684480,,,,,,,,,,,,,,TRUE
TBOA 228,8/26/2024,62099,W4,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,Yes - On Dispatch Schedule,48000,47020,CBFX 471054,24G1481A5,35600,SHQX 4155,24G1883A1,11420,14362960,881225648,,,,,,,,,,,,,,TRUE
TBOA 229,8/26/2024,,G22,Test Shipper,"BORE FLEX IND - MOUNTAIN GROVE, MO",Test product,CANCELLED,,1234,car 1,batch 1,1,car 2,batch 2,2,,,,,,,,,,,,,,,,TRUE
TBOA 230,8/26/2024,62100,O22,K-BIN,"CHARLES INDUSTRIES - CANTON, MO",T25WH736,Yes - On Dispatch Schedule,43000,45780,GPLX 74832,B1240525,45780,,,,74832-1,563290,,,,,,,,,,,,,,TRUE
TBOA 231,8/26/2024,62106,W22,LYONDELLBASELL,"DEE ZEE INC - WEST DES MOINES, IA",HIFAX TRC 779P 848,Yes - On Dispatch Schedule,48000,47000,UTCX 1688,DE13T0601,47000,,,,8108081772,47000004537,,,,,,,,,,,,,,TRUE
TBOA 232,8/26/2024,62104,G40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47860,MLLX 10927,CB124F2502,47860,,,,8108081775,4500032625,,,,,,,,,,,,,,TRUE
TBOA 233,8/26/2024,62105,O40,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,MOVED,47000,0,,,0,,,,8108081774,4500032937,,,,,,,,,,,,,,TRUE
TBOA 234,8/26/2024,62115,W40,CP CHEM,"PRIMEX PLASTICS - RICHMOND, IN",9503H,Yes - On Dispatch Schedule,47000,47420,CHVX 896527,NRE120081,47420,,,,81207026,101125815,,,,,,,,,,,,,,TRUE
TBOA 235,8/26/2024,62107,G58,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,48620,EQUX 641112,DF01BCC07,48620,,,,8108081756,6501246893,,,,,,,,,,,,,,TRUE
TBOA 236,8/26/2024,62108,O58,LYONDELLBASELL,"GRAHAM PKG - LAKELAND, FL",RP311H,CANCELLED,47000,0,,,0,,,,8108081763,8800315781,,,,,,,,,,,,,,TRUE
TBOA 237,8/26/2024,62116,W58,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,47120,EQUX 13114,CL424G31J1,47120,,,,8108085475,10727,,,,,,,,,,,,,,TRUE
TBOA 238,8/26/2024,62109,G76,LYONDELLBASELL,"GRAHAM PKG - LAKELAND, FL",RP311H,Yes - On Dispatch Schedule,47000,49160,TILX 620139,CF12LJJ01,49160,,,,8108081766,8800315782,,,,,,,,,,,,,,TRUE
TBOA 239,8/26/2024,62110,O76,LYONDELLBASELL,"VENTRA - KANSAS CITY, KS",HIFAX TYC 1168P 848,MOVED,47000,0,UTCX 49541,CH12T0501,0,,,,8108081767,51370,,,,,,,,,,,,,,TRUE
TBOA 240,8/26/2024,62085,W76,BAMBERGER AMCO,"TNT PLASTICS - PERRYVILLE, MO",BAPOLENE 133B NATURAL,Yes - On Dispatch Schedule,48000,48220,ACFX 40370,40432422,48220,,,,101093805-01-01,11455,,,,,,,,,,,,,,TRUE
TBOA 241,8/26/2024,62132,G94,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,47000,48480,OCPX 61194,5470N5B031,48480,,,,86610501,4506241946,,,,,,,,,,,,,,TRUE
TBOA 242,8/26/2024,62136,O94,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47560,SHQX 4155,24G1883A1,47560,,,,14370683,881233089,,,,,,,,,,,,,,TRUE
TBOA 243,8/26/2024,62101,W94,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,Yes - On Dispatch Schedule,48000,46120,XOMX 710996,24509559,46120,,,,14376988,881240274,,,,,,,,,,,,,,TRUE
TBOA244,8/27/2024,62101,G4,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,CANCELLED,48000,0,,,0,,,,14363024,881225649,,,,,,,,,,,,,,TRUE
TBOA 245,8/27/2024,62102,O4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,48560,XOMX 720796,24710535,48560,,,,14363105,881225645,,,,,,,,,,,,,,TRUE
TBOA 246,8/27/2024,62113,W4,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,45540,UTCX 49456,DE06M0601,45540,,,,8108081770,14945,,,,,,,,,,,,,,TRUE
TBOA 247,8/27/2024,62117,G22,BOORTMALT,"4 HANDS BREWING - ST LOUIS, MO",PM 2R PALE MALT,Yes - On Dispatch Schedule,48000,47020,IARX 570292,IARX570292,47020,,,,80129089,2832 Bulk C: 40002727 (2024),,,,,,,,,,,,,,TRUE
TBOA 248,8/27/2024,62118,O22,LYONDELLBASELL,"BERRY GLOBAL - FRANKLIN, IN",LR734046,Yes - On Dispatch Schedule,48000,47820,EQUX 22622,CB124C2701,47820,,,,8108085456,4684173,,,,,,,,,,,,,,TRUE
TBOA 249,8/27/2024,62119,W22,LYONDELLBASELL,"FLEX N GATE PLASTICS - DANVILLE, IL",HIFAX TYC 1342P,MOVED,48000,0,UTCX 1846,DE11M0601,0,,,,8108085457,9407,,,,,,,,,,,,,,TRUE
TBOA 250,8/27/2024,62120,G40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47900,EQUX 16311,CB124F2504,36500,NAHX 610009,CB124F2303,11400,8108085489,4500032625,,,,,,,,,,,,,,TRUE
TBOA 251,8/27/2024,62121,O40,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342X,MOVED,,0,,,0,,,,8108085508,B00901407,,,,,,,,,,,,,,TRUE
TBOA 252,8/27/2024,62122,W40,LYONDELLBASELL,"PRAIRIE FARMS - O'FALLON, IL",LM600700,Yes - On Dispatch Schedule,48000,49360,EQUX 13114,CL424G31J1,49360,,,,8108085532,LB082724,,,,,,,,,,,,,,TRUE
TBOA 253,8/27/2024,62125,G58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48480,UTCX 1846,DE11M0601,48480,,,,8108085530,B00901407.,,,,,,,,,,,,,,TRUE
TBOA 254,8/27/2024,62126,O58,CP CHEM,"BECTON DICKINSON - BROKEN BOW, NE",9018,Yes - On Dispatch Schedule,47000,48280,CPCX 817083,DRF921600,48280,,,,81208003,6501240543,,,,,,,,,,,,,,TRUE
TBOA 255,8/27/2024,62127,W58,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,Yes - On Dispatch Schedule,47000,46600,CPCX 816098,NRE120270,46600,,,,81208011,339258,,,,,,,,,,,,,,TRUE
TBOA 256,8/27/2024,62137,G76,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47460,SHQX 4155,24G1883A1,47460,,,,14373343,881236547,,,,,,,,,,,,,,TRUE
TBOA 257,8/27/2024,62110,O76,LYONDELLBASELL,"VENTRA - KANSAS CITY, KS",HIFAX TYC 1168P 848,Yes - On Dispatch Schedule,47000,47280,UTCX 49541,CH12T0501,47280,,,,8108081767,51370,,,,,,,,,,,,,,TRUE
TBOA258,8/28/2024,62103,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,CANCELLED,48000,0,,,0,,,,14361539,881224549,,,,,,,,,,,,,,TRUE
TBOA 259,8/28/2024,62128,O4,EXXON,"TG KENTUCKY - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,48000,EPAX 845090,24G0983A6,6200,QCCX 2391,24G0983A1,41800,14367549,881229572,,,,,,,,,,,,,,TRUE
TBOA 260,8/28/2024,62088,W4,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,Yes - On Dispatch Schedule,48000,47060,QCCX 2391,24G0983A1,47060,,,,14369703,881232693,,,,,,,,,,,,,,TRUE
TBOA 261,8/28/2024,62129,G22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48760,SHQX 4155,24G1883A1,48760,,,,14369513,881232519,,,,,,,,,,,,,,TRUE
TBOA 262,8/28/2024,62133,O22,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47340,NAHX 610009,CB124F2303,47340,,,,8108090059,4500032625,,,,,,,,,,,,,,TRUE
TBOA 263,8/28/2024,62138,W22,BAMBERGER AMCO,"BUCKEYE INTERNATIONAL- HAZELWOOD, MO",Bapolene 350F NATURAL,Yes - On Dispatch Schedule,44000,44140,UTCX 49740,8286551RL,44140,,,,101185006-01-01,4500089320,,,,,,,,,,,,,,TRUE
TBOA 264,8/28/2024,62139,G40,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,43420,SOXX 621249,2404621249,43420,,,,L48A273,4504684480,,,,,,,,,,,,,,TRUE
TBOA 265,8/28/2024,62154,O40,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,MOVED,STRIP OUT,0,XOMX 710996,24509559,0,,,,14374836,881237461,,,,,,,,,,,,,,TRUE
TBOA 266,8/28/2024,62155,W40,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,46000,46380,OCPX 61194,5470N5B031,46380,,,,86611159,4506241946,,,,,,,,,,,,,,TRUE
TBOA 267,8/28/2024,62156,G58,SEMCO,"SEMCO - ST LOUIS, MO",RN-29H (HDPE),Yes - On Dispatch Schedule,43000,43080,DOWX 60999,RN-29H(8-23-24),43080,,,,116230622-1,69353,,,,,,,,,,,,,,TRUE
TBOA 268,8/28/2024,62171,O58,EXXON,"YANFENG - LOUISVILLE, KY",PP7855E1,Yes - On Dispatch Schedule,48000,48440,MBLX 53887,24H0181A3,48440,,,,14377244,881240664,,,,,,,,,,,,,,TRUE
TBOA 269,8/28/2024,62121,W58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342X,Yes - On Dispatch Schedule,48000,47620,MLLX 97053,DE30M0701,47620,,,,8108085508,B00901407,,,,,,,,,,,,,,TRUE
